,index,comment,n_star,date_time,label,segmented_comment
2549,2549,"Mua xài được hơn tháng , mấy xài tâm ơn , biểu_tượng thêm bị nhoè , pin xài 5000 mà như 4000 , pin từ 100 tới mức 70 tụt khá nhanh ,",3,1 tuần trước,{SCREEN#Negative};{BATTERY#Negative};{GENERAL#Neutral};{OTHERS};,"Mua xài được hơn tháng , mấy xài tâm ơn , biểu_tượng thêm bị nhoè , pin xài 5000 mà như 4000 , pin từ 100 tới mức 70 tụt khá nhanh ,"
2550,2550,Pin 5000 mà cứ như 3000 tuộc nhanh số với dự_kiến . Mới mua 2 ngày có_thể đổi lại để hoàn tiền 80% được không ạ .,3,24/02/2020,{BATTERY#Negative};{OTHERS};,Pin 5000 mà cứ như 3000 tuộc nhanh số với dự_kiến . Mới mua 2 ngày có_thể đổi lại để hoàn tiền 80% được không ạ .
2551,2551,"Máy mới mua dc tháng mình đánh_giá cá_nhân như sau : 1 . Máy mới mua dc 1 tháng đã mất 1,4 tr rồi 2 . Máy chạy không dc mượt lắm , sáng ngày ra mất khoảng 5-7 s để khởi chạy androi . 3 . Cấu_hình , giá tiền như_vậy các bạn cân_nhắc thật kỹ rồi hãn quyết_định mua sản_phẩm như_vậy nhé . Trên đấy là ý_kiến cá_nhân của mình .",1,20/03/2020,{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Neutral};{OTHERS};,"Máy mới mua dc tháng mình đánh_giá cá_nhân như sau : 1 . Máy mới mua dc 1 tháng đã mất 1,4 tr rồi 2 . Máy chạy không dc mượt lắm , sáng ngày ra mất khoảng 5-7 s để khởi chạy androi . 3 . Cấu_hình , giá tiền như_vậy các bạn cân_nhắc thật kỹ rồi hãn quyết_định mua sản_phẩm như_vậy nhé . Trên đấy là ý_kiến cá_nhân của mình ."
2552,2552,Hàng chưa về mà nói hết hàng tạm thời.khi nào hàng về rồi nói.xem lại bài viết đi,1,4/4/2020,{SER&ACC#Negative};{OTHERS};,Hàng chưa về mà nói hết hàng tạm thời.khi nào hàng về rồi nói.xem lại bài viết đi
2553,2553,nhỏ gọn thời_lượng pin tốt hiệu_năng ổn_định tuy có 2GR nhưng là số_thực chạy mượt hơn các dòng khác khoe cấu_hình 3 - 4G R bộ_nhớ tha_hồ lưu_trữ âm_thanh lớn nghe nhạc hay . Mua ip đỡ mất_giá hơn nhiều,4,5/5/2017,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{OTHERS};,nhỏ gọn thời_lượng pin tốt hiệu_năng ổn_định tuy có 2GR nhưng là số_thực chạy mượt hơn các dòng khác khoe cấu_hình 3 - 4G R bộ_nhớ tha_hồ lưu_trữ âm_thanh lớn nghe nhạc hay . Mua ip đỡ mất_giá hơn nhiều
2554,2554,"Kiếm 1 cái lỗi để ra đỗi lại cái khác mà k dc , mà sao mấy bạn cứ nói lỗi tùm lùm chã hiểu lun .",5,24/05/2020,{OTHERS};,"Kiếm 1 cái lỗi để ra đỗi lại cái khác mà k dc , mà sao mấy bạn cứ nói lỗi tùm lùm chã hiểu lun ."
2555,2555,Mới mua em nó dùng nghe gọi linh_tinh . 1 triệu thì thế_này là cùng.dùng máy còn cơ_bản này thì bấm từ_từ chứ nhanh quá nó phản_xạ không kịp ...,5,8/11/2019,{FEATURES#Negative};{OTHERS};,Mới mua em nó dùng nghe gọi linh_tinh . 1 triệu thì thế_này là cùng.dùng máy còn cơ_bản này thì bấm từ_từ chứ nhanh quá nó phản_xạ không kịp ...
2556,2556,"Máy khá là ngon trong tầm giá , nhưng độ tương_phản của máy khá thấp so với các máy khác nên sẽ hơi khó nhìn",4,5/8/2020,{SCREEN#Negative};{PRICE#Neutral};{GENERAL#Positive};,"Máy khá là ngon trong tầm giá , nhưng độ tương_phản của máy khá thấp so với các máy khác nên sẽ hơi khó nhìn"
2557,2557,"Máy cực tệ . Lướt web sử_dụng 4g không được , thường_xuyên bị giật lag khởi_động lại máy mà vẫn bị . Máy quá tệ",1,2 tuần trước,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,"Máy cực tệ . Lướt web sử_dụng 4g không được , thường_xuyên bị giật lag khởi_động lại máy mà vẫn bị . Máy quá tệ"
2558,2558,Cảm_ứng ko mượt . Chơi game nhẹ mà cũng lag . Cùi bắp . Chỉ đáng 2tr . Thua xa hãng khác,1,20/11/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};,Cảm_ứng ko mượt . Chơi game nhẹ mà cũng lag . Cùi bắp . Chỉ đáng 2tr . Thua xa hãng khác
2559,2559,"Rất buồn khi mua hàng trong thế_giới Di_Động khi mở hộp ra thì ko phải cục sạc nhanh như giới_thiệu , nếu đúng là sạc nhanh tại_sao mình sạc 30phut mới đc 15% pin",3,20/02/2020,{SER&ACC#Negative};,"Rất buồn khi mua hàng trong thế_giới Di_Động khi mở hộp ra thì ko phải cục sạc nhanh như giới_thiệu , nếu đúng là sạc nhanh tại_sao mình sạc 30phut mới đc 15% pin"
2560,2560,Sản_phẩm đẹp mua máy dc tặng ốp lưng rất cao_cấp . Chơi liên_quân khá ổn . Zalo hay fb lướt trơn_tru nhẹ_nhàng . Pin tạm_thời mới nên thấy tốt .,5,26/03/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Negative};,Sản_phẩm đẹp mua máy dc tặng ốp lưng rất cao_cấp . Chơi liên_quân khá ổn . Zalo hay fb lướt trơn_tru nhẹ_nhàng . Pin tạm_thời mới nên thấy tốt .
2561,2561,"Nghe không có google , chplay là chán rồi ae nên cân_nhắc kĩ trước khi mua , tầm tiền này mua samsung hơn",1,18/06/2020,{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Neutral};,"Nghe không có google , chplay là chán rồi ae nên cân_nhắc kĩ trước khi mua , tầm tiền này mua samsung hơn"
2562,2562,Pin ko hài_lòng cho lắm . Máy mượt . Cấu_hình mạnh . Chơi game ko pải bàn cải . Nhân_viên thegioididong nhiệt_tình,4,6/7/2019,{BATTERY#Negative};{PERFORMANCE#Positive};{SER&ACC#Positive};,Pin ko hài_lòng cho lắm . Máy mượt . Cấu_hình mạnh . Chơi game ko pải bàn cải . Nhân_viên thegioididong nhiệt_tình
2563,2563,"Mình mua ngày 20/10 đến nay chưa được 2 tháng mà máy đã tụt còn 98% pin . 100 xuống 99 thì hơn tháng nhưng từ 99% xuống 98% chỉ vài ngày . Pin như_vậy có được đổi không ạ , chứ dùng vài ngày mà chai 1% như_vậy xót lắm . Mong qtv trả_lời mình .",2,12/12/2019,{BATTERY#Negative};{SER&ACC#Neutral};{OTHERS};,"Mình mua ngày 20/10 đến nay chưa được 2 tháng mà máy đã tụt còn 98% pin . 100 xuống 99 thì hơn tháng nhưng từ 99% xuống 98% chỉ vài ngày . Pin như_vậy có được đổi không ạ , chứ dùng vài ngày mà chai 1% như_vậy xót lắm . Mong qtv trả_lời mình ."
2564,2564,"Xài gần cả tuần thấy rất oke thao_tác chạm nhanh_nhạy vân tay nhạy , game rất oke nhưng khuyên nên giảm cấu_hình xuống thấp để có trải_nghiệm mượt_mà , pin trâu_bò , camera cũng oke , loa thì hơi bé 1 tí và âm_thanh nghe cũng được chứ không hay",5,4/6/2020,{CAMERA#Neutral};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,"Xài gần cả tuần thấy rất oke thao_tác chạm nhanh_nhạy vân tay nhạy , game rất oke nhưng khuyên nên giảm cấu_hình xuống thấp để có trải_nghiệm mượt_mà , pin trâu_bò , camera cũng oke , loa thì hơi bé 1 tí và âm_thanh nghe cũng được chứ không hay"
2565,2565,"Khi pin còn tầm 10% , máy bị giật lag ... k bit là vấn_đề j , máy mới mua dc hơn 4 ngày ...",3,22/02/2020,{PERFORMANCE#Negative};{OTHERS};,"Khi pin còn tầm 10% , máy bị giật lag ... k bit là vấn_đề j , máy mới mua dc hơn 4 ngày ..."
2566,2566,Tuyệt_vời trong tầm giá với 1300k ủng_hộ hàng việt_nam pro hơn Xiaomi_Oppo vivo huawei nhiều giá rẻ ... Hợp túi_tiền nhiều người,5,8/1/2020,{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,Tuyệt_vời trong tầm giá với 1300k ủng_hộ hàng việt_nam pro hơn Xiaomi_Oppo vivo huawei nhiều giá rẻ ... Hợp túi_tiền nhiều người
2567,2567,Tại sau máy mới mua được tầm 2 th . lâu_lâu tự khởi_động lại màn_hình đen hiện chữ sam sung đợi hơn 10p máy mới khởi_động lại sd đc,3,18/02/2020,{PERFORMANCE#Negative};,Tại sau máy mới mua được tầm 2 th . lâu_lâu tự khởi_động lại màn_hình đen hiện chữ sam sung đợi hơn 10p máy mới khởi_động lại sd đc
2568,2568,Điện thoại bắt sóng với wifi cực kỳ yếu .. giá 9tr hân xứng đáng .. mua rồi hối hận hân kịp,1,9/2/2020,{FEATURES#Negative};{PRICE#Negative};{GENERAL#Negative};,Điện thoại bắt sóng với wifi cực kỳ yếu .. giá 9tr hân xứng đáng .. mua rồi hối hận hân kịp
2569,2569,"Khá là thoải_mái , chỉ là chưa quen nên hay chọn nhầm . Cấu_hình ổn , lướt face , mess bth",5,23/06/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,"Khá là thoải_mái , chỉ là chưa quen nên hay chọn nhầm . Cấu_hình ổn , lướt face , mess bth"
2570,2570,Mới nhận máy Sài OK.ko có lỗi j.đang đồng tiền.gia vậy là OK roi.ko còn j để nói.wa tuyệt voi,5,14/04/2020,{PERFORMANCE#Neutral};{PRICE#Positive};{GENERAL#Positive};,Mới nhận máy Sài OK.ko có lỗi j.đang đồng tiền.gia vậy là OK roi.ko còn j để nói.wa tuyệt voi
2571,2571,Mua về sài rất tốt trong tầm giá nhân_viên TGDD nhiệt_tình mà Sao e sạc 25% > 100% từ 1h10p đến 4h45mới đầy pin v shop,5,4/2/2020,{BATTERY#Neutral};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,Mua về sài rất tốt trong tầm giá nhân_viên TGDD nhiệt_tình mà Sao e sạc 25% > 100% từ 1h10p đến 4h45mới đầy pin v shop
2572,2572,"Đã dùng tính_năng ở khoá bằng vân tay , tuy_nhiên vuốt để mở_màn hành vẫn được , vậy là k bảo_mật rồi . Xử_lý thế_nào ấy .",5,24/08/2019,{FEATURES#Negative};,"Đã dùng tính_năng ở khoá bằng vân tay , tuy_nhiên vuốt để mở_màn hành vẫn được , vậy là k bảo_mật rồi . Xử_lý thế_nào ấy ."
2573,2573,"Nóng phỏng tay . Quay video 10 phút máy báo nhiệt_độ quá cao , tự tắt quay video . Trình phát nhạc mp3 sau 20 phút máy nóng phỏng tay .",1,3/5/2020,{PERFORMANCE#Negative};,"Nóng phỏng tay . Quay video 10 phút máy báo nhiệt_độ quá cao , tự tắt quay video . Trình phát nhạc mp3 sau 20 phút máy nóng phỏng tay ."
2574,2574,"Sao xem youtube video có 1080 mà đt này chỉ nhận được 720 vậy ? ? ? Video mờ , chụp hình thua dòng cũ rất nhiều dù dòng cũ chỉ có 16mp còn này 25mp",3,4/12/2019,{SCREEN#Negative};{CAMERA#Negative};,"Sao xem youtube video có 1080 mà đt này chỉ nhận được 720 vậy ? ? ? Video mờ , chụp hình thua dòng cũ rất nhiều dù dòng cũ chỉ có 16mp còn này 25mp"
2575,2575,Ngon tốt đa_nhiệm mượt Ít giật lag Máy màn_hình đẹp to rõ nét Cấu_hình tầm trung nên chơi game đạt mức khá chứ chưa tối_ưu Pin trâu xài rất tiết_kiệm pin Sử_dụng cho ng mua tầm 1-2 năm tới,5,5/3/2020,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,Ngon tốt đa_nhiệm mượt Ít giật lag Máy màn_hình đẹp to rõ nét Cấu_hình tầm trung nên chơi game đạt mức khá chứ chưa tối_ưu Pin trâu xài rất tiết_kiệm pin Sử_dụng cho ng mua tầm 1-2 năm tới
2576,2576,"Hàng tốt , ngon nv phục_vụ khá ok , nhưng em k biết con này có ngắt sạc tự_động hay ko v mng ?",5,10/5/2020,{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,"Hàng tốt , ngon nv phục_vụ khá ok , nhưng em k biết con này có ngắt sạc tự_động hay ko v mng ?"
2577,2577,"Thiết_kế nhỏ gọn , sang_trọng , camera chuẩn nét , đặc_biệt cảm_ứng rất mượt chế_độ bảo_hành lại tốt . Mình đang sử_dụng rất thích . Quá tuyệt_vời ! ! ! TÔI RẤT HÀI_LÒNG ....",5,18/09/2018,{CAMERA#Positive};{FEATURES#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"Thiết_kế nhỏ gọn , sang_trọng , camera chuẩn nét , đặc_biệt cảm_ứng rất mượt chế_độ bảo_hành lại tốt . Mình đang sử_dụng rất thích . Quá tuyệt_vời ! ! ! TÔI RẤT HÀI_LÒNG ...."
2578,2578,Máy mới mua mà pin tụt hơi nhanh chiến game thì mượt đôi_lúc vẫn bị giật và cam hơi lồi dễ trầy_xước còn lại thì ok hết không biết dùng lâu_dài sẽ ra sao,5,8/7/2019,{BATTERY#Negative};{PERFORMANCE#Neutral};{DESIGN#Negative};{GENERAL#Positive};,Máy mới mua mà pin tụt hơi nhanh chiến game thì mượt đôi_lúc vẫn bị giật và cam hơi lồi dễ trầy_xước còn lại thì ok hết không biết dùng lâu_dài sẽ ra sao
2579,2579,"Mình có những đánh_giá như sau : - Màn_hình đẹp , sắc nét - Loa to , ấm - Máy cầm rất chắc_tay - Pin tốt - Chụp ảnh đẹp - Chip mạnh , android 9 nên rất mượt - Nhiều tính_năng hay - Vân tay , face unlock nhạy - Chỉ có_điều gọi video zalo thì hình hơi nhạt 1 chút .",5,8/6/2019,{SCREEN#Neutral};{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};,"Mình có những đánh_giá như sau : - Màn_hình đẹp , sắc nét - Loa to , ấm - Máy cầm rất chắc_tay - Pin tốt - Chụp ảnh đẹp - Chip mạnh , android 9 nên rất mượt - Nhiều tính_năng hay - Vân tay , face unlock nhạy - Chỉ có_điều gọi video zalo thì hình hơi nhạt 1 chút ."
2580,2580,Sản_phẩm tốt và đáng mua nhất trong tầm giá . Mình dùng 2 tuần rồi và vẫn chưa có vấn_đề gì . Chơi game từ 3h chiều liên_tục không nghỉ pin 100% tới tận 22h đêm mà vẫn còn 30% . Thật_sự pin quá trâu luôn,5,8/5/2020,{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};,Sản_phẩm tốt và đáng mua nhất trong tầm giá . Mình dùng 2 tuần rồi và vẫn chưa có vấn_đề gì . Chơi game từ 3h chiều liên_tục không nghỉ pin 100% tới tận 22h đêm mà vẫn còn 30% . Thật_sự pin quá trâu luôn
2581,2581,Camera nó s á mấy bạn ơi chụp không sắc gì cả chụp bị nhoè ... Hình_ảnh màu nhạt tái ... Còn lai dùng bình_thường chỉ tiếc cammera máy này chỉ đáng tầm 5-6 tr,3,1/5/2019,{CAMERA#Negative};{PRICE#Negative};{GENERAL#Neutral};,Camera nó s á mấy bạn ơi chụp không sắc gì cả chụp bị nhoè ... Hình_ảnh màu nhạt tái ... Còn lai dùng bình_thường chỉ tiếc cammera máy này chỉ đáng tầm 5-6 tr
2582,2582,máy bị lỗi kết_nối WiFi . đã đỗi máy 1 lần nhưng vẫn bị lỗi WiFi như máy trước . không hiểu sao đmx bán máy xiaomi dành cho thị_trường Châu_Âu . room eu không phải room quốc_tế,2,24/05/2020,{FEATURES#Negative};{SER&ACC#Negative};,máy bị lỗi kết_nối WiFi . đã đỗi máy 1 lần nhưng vẫn bị lỗi WiFi như máy trước . không hiểu sao đmx bán máy xiaomi dành cho thị_trường Châu_Âu . room eu không phải room quốc_tế
2583,2583,"Thiết_kế đẹp , thích nhất viên pin sạc vào nhanh , chụp ảnh rất ok mà lướt_mướt thật , nói_chung rất hài_lòng về sản_phẩm",5,29/06/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};,"Thiết_kế đẹp , thích nhất viên pin sạc vào nhanh , chụp ảnh rất ok mà lướt_mướt thật , nói_chung rất hài_lòng về sản_phẩm"
2584,2584,Mình mua dmx sản_phẩm quá ok camera chụp dem hoi kém nhưng với tầm giá là dc rồi,5,12/1/2020,{CAMERA#Neutral};{PRICE#Neutral};{GENERAL#Positive};,Mình mua dmx sản_phẩm quá ok camera chụp dem hoi kém nhưng với tầm giá là dc rồi
2585,2585,Xịn sò con_cò luôn : ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) tôi rất thích màu trắng,5,15/07/2020,{GENERAL#Positive};{OTHERS};,Xịn sò con_cò luôn : ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) tôi rất thích màu trắng
2586,2586,"Sạc pin nhanh , chơi game mượt nói_chung là khá ok , nhưng sạc pin thì đt khá nóng , nên xem_xét lại nếu sạc nhanh mà đt nóng thì tuổi_thọ của thọ của pin và phần_cứng có_thể sẽ bị ảnh_hưởng",4,10/3/2020,{BATTERY#Neutral};{PERFORMANCE#Positive};,"Sạc pin nhanh , chơi game mượt nói_chung là khá ok , nhưng sạc pin thì đt khá nóng , nên xem_xét lại nếu sạc nhanh mà đt nóng thì tuổi_thọ của thọ của pin và phần_cứng có_thể sẽ bị ảnh_hưởng"
2587,2587,"Máy mua hơn 1 tháng , xài tốt , pin trâu sử_dụng 1 ngày , không bị lỗi . Nếu các bạn muốn câu hình cao và nhiều tinh năng hơn thì mua dòng cao_cấp mà dùng .",4,2 ngày trước,{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};{OTHERS};,"Máy mua hơn 1 tháng , xài tốt , pin trâu sử_dụng 1 ngày , không bị lỗi . Nếu các bạn muốn câu hình cao và nhiều tinh năng hơn thì mua dòng cao_cấp mà dùng ."
2588,2588,Máy dành cho dân game .. cảm_ứng hơi khó_chịu .... Không đc mượt cảm_ứng ... Đừng ai chê camera này mọ nhé .. nhấn_mạnh lại máy để chơi game ....,3,1/2/2020,{FEATURES#Negative};{PERFORMANCE#Positive};{OTHERS};,Máy dành cho dân game .. cảm_ứng hơi khó_chịu .... Không đc mượt cảm_ứng ... Đừng ai chê camera này mọ nhé .. nhấn_mạnh lại máy để chơi game ....
2589,2589,K đáng đồng_tiền bỏ ra . Thực_sự là quá tệ . máy lag đơ liên_tục . Tgdd ra cái mua luôn . Quảng_cáo thì quá hay mà dùng thì quá chán . Khuyên chân_thành ai có ý_định mua thì dừng lại,1,10/3/2020,{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};{OTHERS};,K đáng đồng_tiền bỏ ra . Thực_sự là quá tệ . máy lag đơ liên_tục . Tgdd ra cái mua luôn . Quảng_cáo thì quá hay mà dùng thì quá chán . Khuyên chân_thành ai có ý_định mua thì dừng lại
